	Unnamed: 0	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149
19	21	0.0	0.0	0.006	1.711	1.473	0.001	0.035	0.0	0.529	0.602	0.557	0.009	0.009	0.003	0.042	0.014	0.025	2.054	0.0	0.385	0.094	1.496	0.031	0.004	0.372	0.057	0.107	0.142	0.029	0.0	0.058	0.0	0.052	0.167	0.002	0.005	0.0	0.001	0.134	0.008	0.061	0.022	0.11	0.0	0.064	0.003	0.141	0.031	1.886	0.034	0.061	0.595	0.007	0.238	0.134	0.012	0.712	0.021	0.0	0.105	0.009	0.086	0.003	1.39	0.024	0.003	0.028	0.001	2.002	0.041	0.025	0.033	0.0	0.026	0.058	0.0	0.126	0.042	0.012	0.007	0.107	0.026	0.192	0.066	0.032	0.135	0.027	0.248	0.027	0.021	0.182	0.007	0.009	0.403	0.328	0.357	0.152	0.001	0.011	0.103	0.038	0.006	0.044	0.033	0.335	0.034	0.054	0.018	0.024	0.023	0.011	0.022	0.287	0.05	0.065	0.098	0.472	0.001	0.128	0.0	0.021	0.166	0.13	0.006	0.04	2.029	0.001	0.056	0.0	0.489	0.014	0.022	0.14	0.02	2.817	0.0	0.054	0.027	0.006	0.028	0.002	0.151	0.821	0.054	0.036	0.004	0.18	0.261	0.006	0.015
20	22	0.0	0.041	0.036	2.014	1.749	0.002	0.092	0.0	0.675	0.542	0.639	0.019	0.117	0.003	0.064	0.004	0.017	1.986	0.002	0.312	0.138	1.157	0.012	0.045	0.678	0.054	0.216	0.189	0.032	0.0	0.092	0.0	0.013	0.099	0.0	0.0	0.0	0.029	0.164	0.011	0.047	0.138	0.17	0.0	0.051	0.011	0.122	0.085	1.267	0.011	0.043	0.882	0.002	0.236	0.046	0.003	0.417	0.033	0.007	0.174	0.01	0.126	0.018	1.386	0.111	0.008	0.017	0.014	1.325	0.036	0.026	0.01	0.0	0.027	0.205	0.0	0.415	0.012	0.069	0.007	0.081	0.045	0.157	0.095	0.065	0.447	0.253	0.324	0.129	0.059	0.334	0.017	0.012	0.334	0.301	0.568	0.051	0.0	0.051	0.195	0.351	0.031	0.088	0.017	0.157	0.01	0.025	0.026	0.024	0.0	0.002	0.015	0.311	0.047	0.019	0.045	1.108	0.06	0.404	0.0	0.031	0.195	0.126	0.007	0.031	2.026	0.002	0.059	0.001	0.273	0.0	0.022	0.129	0.039	1.843	0.0	0.023	0.005	0.059	0.009	0.006	0.165	0.946	0.075	0.051	0.032	0.208	0.398	0.0	0.028
21	23	0.006	0.023	0.002	1.81	2.129	0.005	0.004	0.0	0.966	0.927	0.82	0.017	0.123	0.015	0.052	0.001	0.02	2.696	0.005	0.329	0.194	1.401	0.006	0.052	0.551	0.125	0.206	0.144	0.013	0.0	0.038	0.0	0.003	0.15	0.002	0.0	0.0	0.024	0.081	0.001	0.194	0.121	0.371	0.001	0.059	0.008	0.12	0.034	1.042	0.004	0.048	0.682	0.003	0.38	0.037	0.005	0.484	0.009	0.061	0.1	0.017	0.077	0.0	1.353	0.057	0.046	0.004	0.007	1.508	0.031	0.043	0.013	0.0	0.037	0.089	0.005	0.336	0.039	0.072	0.004	0.093	0.058	0.035	0.028	0.036	0.389	0.225	0.353	0.105	0.07	0.239	0.054	0.009	0.352	0.264	0.616	0.057	0.0	0.041	0.1	0.022	0.0	0.067	0.011	0.217	0.0	0.092	0.049	0.014	0.026	0.02	0.027	0.297	0.118	0.015	0.014	1.262	0.002	0.318	0.0	0.062	0.134	0.059	0.004	0.039	2.619	0.0	0.038	0.001	0.378	0.005	0.005	0.158	0.027	2.451	0.001	0.015	0.025	0.03	0.0	0.003	0.197	0.755	0.122	0.063	0.011	0.274	0.145	0.0	0.046
22	24	0.0	0.023	0.018	2.167	3.255	0.003	0.035	0.0	1.382	0.701	1.055	0.063	0.16	0.0	0.043	0.013	0.027	2.124	0.001	0.624	0.118	1.05	0.037	0.009	0.62	0.091	0.251	0.297	0.037	0.01	0.107	0.003	0.019	0.089	0.0	0.002	0.0	0.016	0.37	0.063	0.043	0.074	0.165	0.0	0.046	0.003	0.092	0.036	1.531	0.09	0.167	0.761	0.006	0.202	0.112	0.023	0.71	0.017	0.009	0.176	0.009	0.068	0.032	2.01	0.228	0.02	0.03	0.002	1.156	0.04	0.02	0.012	0.0	0.086	0.152	0.0	0.548	0.009	0.023	0.006	0.11	0.022	0.096	0.117	0.098	0.236	0.22	0.437	0.198	0.048	0.239	0.005	0.007	1.134	0.491	1.102	0.12	0.014	0.058	0.353	0.094	0.021	0.059	0.021	0.243	0.033	0.106	0.074	0.043	0.031	0.017	0.02	0.57	0.062	0.018	0.028	0.805	0.003	0.433	0.01	0.014	0.187	0.147	0.002	0.149	2.795	0.006	0.068	0.005	0.382	0.01	0.02	0.243	0.034	2.806	0.021	0.063	0.002	0.075	0.0	0.01	0.15	0.869	0.116	0.026	0.309	0.403	0.648	0.0	0.02
23	25	0.0	0.008	0.071	1.889	3.188	0.01	0.036	0.0	1.399	0.905	0.93	0.015	0.104	0.0	0.048	0.0	0.002	2.906	0.007	0.505	0.219	0.764	0.013	0.079	0.561	0.051	0.249	0.429	0.037	0.0	0.033	0.0	0.028	0.165	0.02	0.01	0.0	0.01	0.213	0.02	0.088	0.198	0.222	0.0	0.055	0.007	0.144	0.042	1.837	0.031	0.104	0.606	0.011	0.325	0.079	0.016	0.765	0.007	0.055	0.122	0.034	0.112	0.003	1.283	0.173	0.014	0.025	0.0	1.095	0.035	0.046	0.037	0.0	0.062	0.055	0.0	0.266	0.066	0.06	0.005	0.099	0.018	0.149	0.092	0.027	0.456	0.131	0.585	0.154	0.085	0.281	0.028	0.011	0.921	0.299	0.782	0.062	0.0	0.032	0.443	0.054	0.011	0.058	0.012	0.212	0.018	0.14	0.02	0.051	0.0	0.003	0.039	0.585	0.105	0.024	0.079	1.027	0.006	0.159	0.007	0.02	0.163	0.071	0.0	0.074	3.426	0.016	0.095	0.0	0.224	0.008	0.023	0.148	0.218	3.208	0.0	0.044	0.023	0.084	0.007	0.011	0.118	0.786	0.094	0.042	0.023	0.424	0.462	0.0	0.071
24	26	0.0	0.036	0.082	3.131	3.514	0.005	0.004	0.0	1.54	0.58	0.71	0.018	0.144	0.0	0.027	0.017	0.023	2.234	0.0	0.394	0.053	1.734	0.007	0.019	0.676	0.049	0.165	0.094	0.043	0.021	0.092	0.0	0.174	0.089	0.002	0.0	0.0	0.0	0.126	0.004	0.107	0.725	0.212	0.008	0.07	0.002	0.091	0.048	1.271	0.131	0.089	0.549	0.0	0.249	0.051	0.01	0.474	0.014	0.042	0.21	0.012	0.08	0.002	1.029	0.216	0.009	0.041	0.022	1.451	0.129	0.026	0.012	0.0	0.074	0.164	0.003	0.254	0.02	0.013	0.02	0.018	0.008	0.228	0.242	0.065	1.15	0.127	1.04	0.095	0.143	0.78	0.153	0.014	0.993	0.508	0.992	0.041	0.0	0.009	0.692	0.113	0.0	0.04	0.006	0.316	0.015	0.126	0.064	0.082	0.029	0.011	0.043	0.538	0.019	0.009	0.087	0.558	0.002	0.471	0.0	0.12	0.153	0.144	0.001	0.09	2.511	0.002	0.094	0.002	0.272	0.017	0.017	0.241	0.02	2.136	0.016	0.086	0.036	0.1	0.005	0.021	0.064	0.774	0.186	0.063	0.262	0.514	0.476	0.0	0.019
25	27	0.0	0.017	0.068	1.49	5.59	0.003	0.023	0.0	1.101	0.295	0.934	0.016	0.035	0.0	0.073	0.017	0.001	2.728	0.003	0.364	0.134	1.427	0.022	0.01	0.442	0.055	0.081	0.163	0.013	0.0	0.048	0.008	0.011	0.046	0.004	0.0	0.0	0.041	0.081	0.006	0.048	0.046	0.057	0.0	0.026	0.005	0.043	0.018	0.849	0.05	0.146	0.351	0.004	0.288	0.057	0.02	0.943	0.015	0.0	0.144	0.003	0.026	0.0	0.713	0.119	0.009	0.002	0.003	0.872	0.045	0.045	0.006	0.0	0.042	0.056	0.001	0.126	0.009	0.018	0.008	0.116	0.019	0.02	0.103	0.084	0.368	0.066	0.508	0.126	0.105	0.286	0.064	0.002	0.8	0.168	1.138	0.157	0.015	0.019	0.48	0.284	0.002	0.022	0.03	0.234	0.033	0.075	0.024	0.023	0.025	0.093	0.039	0.307	0.042	0.01	0.036	0.587	0.008	0.838	0.0	0.025	0.187	0.05	0.003	0.048	2.536	0.005	0.117	0.011	0.502	0.002	0.014	0.219	0.076	3.263	0.011	0.079	0.0	0.049	0.004	0.038	0.126	0.471	0.085	0.03	0.064	0.306	0.366	0.022	0.034
26	28	0.0	0.078	0.145	2.586	5.306	0.042	0.046	0.0	1.306	0.333	1.215	0.039	0.302	0.01	0.046	0.033	0.003	2.636	0.0	0.44	0.134	1.424	0.033	0.017	0.628	0.042	0.165	0.424	0.039	0.0	0.136	0.0	0.003	0.16	0.058	0.0	0.0	0.058	0.376	0.0	0.407	0.002	0.09	0.003	0.063	0.016	0.158	0.083	1.426	0.051	0.341	0.639	0.032	0.241	0.025	0.003	0.815	0.004	0.014	0.231	0.009	0.621	0.0	1.72	0.125	0.005	0.113	0.019	1.429	0.061	0.033	0.019	0.005	0.05	0.057	0.009	0.363	0.035	0.037	0.01	0.039	0.075	0.191	0.083	0.197	0.432	0.193	0.664	0.126	0.036	0.627	0.012	0.0	0.916	0.263	1.297	0.099	0.0	0.014	0.468	0.139	0.009	0.076	0.017	0.222	0.009	0.192	0.068	0.056	0.082	0.017	0.213	0.485	0.093	0.005	0.032	1.345	0.008	0.584	0.0	0.036	0.226	0.091	0.002	0.095	2.96	0.004	0.181	0.02	0.515	0.052	0.025	0.439	0.022	2.525	0.029	0.15	0.012	0.054	0.015	0.027	0.285	0.571	0.14	0.013	0.312	0.258	0.553	0.0	0.012
27	29	0.0	0.034	0.044	1.764	4.011	0.006	0.029	0.0	0.975	0.124	0.85	0.023	0.073	0.0	0.059	0.015	0.011	2.883	0.004	0.297	0.155	1.712	0.002	0.032	0.583	0.106	0.207	0.124	0.014	0.0	0.028	0.0	0.055	0.27	0.0	0.0	0.0	0.008	0.173	0.01	0.019	0.195	0.209	0.0	0.049	0.007	0.04	0.036	0.923	0.043	0.131	0.34	0.0	0.191	0.014	0.0	0.477	0.016	0.005	0.14	0.012	0.049	0.01	1.0	0.06	0.01	0.014	0.0	0.933	0.094	0.027	0.02	0.002	0.075	0.028	0.0	0.584	0.016	0.02	0.019	0.06	0.038	0.026	0.143	0.012	0.709	0.046	0.532	0.013	0.04	0.258	0.04	0.025	0.581	0.125	0.989	0.046	0.0	0.022	0.407	0.467	0.015	0.063	0.007	0.451	0.026	0.105	0.024	0.049	0.009	0.014	0.037	0.262	0.065	0.009	0.045	0.714	0.0	0.391	0.009	0.034	0.115	0.032	0.005	0.044	2.214	0.011	0.079	0.0	0.212	0.027	0.006	0.186	0.011	2.2	0.002	0.119	0.012	0.076	0.007	0.015	0.137	0.34	0.129	0.1	0.004	0.177	0.22	0.015	0.006
28	30	0.0	0.105	0.064	2.207	5.219	0.002	0.018	0.0	1.096	0.142	1.072	0.021	0.095	0.004	0.074	0.015	0.003	3.27	0.007	0.397	0.11	1.489	0.044	0.035	0.473	0.041	0.261	0.25	0.033	0.0	0.075	0.0	0.047	0.171	0.001	0.0	0.0	0.026	0.225	0.006	0.028	0.055	0.106	0.004	0.151	0.005	0.133	0.035	1.031	0.105	0.167	0.349	0.02	0.255	0.01	0.011	0.825	0.016	0.015	0.219	0.011	0.046	0.003	1.429	0.211	0.001	0.008	0.008	1.125	0.033	0.037	0.038	0.0	0.094	0.079	0.002	0.469	0.028	0.038	0.012	0.067	0.036	0.112	0.05	0.241	0.525	0.069	0.562	0.005	0.023	0.346	0.07	0.002	0.691	0.295	1.233	0.041	0.0	0.155	0.43	0.428	0.026	0.05	0.041	0.165	0.023	0.087	0.014	0.018	0.003	0.006	0.023	0.387	0.068	0.01	0.046	0.628	0.012	0.758	0.018	0.023	0.153	0.056	0.003	0.078	2.089	0.014	0.1	0.008	0.265	0.024	0.062	0.234	0.025	2.786	0.0	0.131	0.0	0.079	0.01	0.016	0.077	0.381	0.118	0.021	0.003	0.197	0.27	0.007	0.054
29	31	0.004	0.059	0.012	1.636	4.648	0.011	0.017	0.0	0.802	0.049	0.779	0.024	0.081	0.0	0.051	0.034	0.007	1.807	0.006	0.237	0.179	1.109	0.02	0.046	0.528	0.027	0.082	0.176	0.003	0.0	0.028	0.002	0.008	0.161	0.004	0.0	0.0	0.01	0.096	0.002	0.084	0.076	0.13	0.001	0.028	0.02	0.132	0.003	0.628	0.018	0.133	0.271	0.0	0.143	0.011	0.0	0.187	0.013	0.018	0.097	0.017	0.076	0.001	0.868	0.085	0.01	0.042	0.016	0.69	0.039	0.021	0.145	0.0	0.083	0.045	0.0	0.079	0.034	0.018	0.006	0.013	0.026	0.089	0.077	0.097	0.298	0.173	0.429	0.036	0.021	0.326	0.013	0.005	0.42	0.139	1.359	0.07	0.0	0.014	0.352	0.143	0.0	0.018	0.007	0.272	0.032	0.103	0.028	0.011	0.007	0.023	0.011	0.455	0.051	0.016	0.073	0.271	0.0	0.611	0.029	0.025	0.083	0.012	0.0	0.055	1.803	0.004	0.093	0.003	0.218	0.002	0.024	0.256	0.021	1.116	0.0	0.118	0.007	0.114	0.012	0.011	0.223	0.214	0.18	0.029	0.014	0.212	0.236	0.004	0.028
30	32	0.0	0.03	0.021	1.692	3.783	0.0	0.028	0.0	0.588	0.037	0.586	0.037	0.127	0.006	0.022	0.007	0.017	1.655	0.004	0.228	0.146	0.784	0.012	0.031	0.447	0.024	0.112	0.1	0.011	0.005	0.067	0.002	0.017	0.092	0.054	0.0	0.0	0.041	0.205	0.008	0.033	0.149	0.09	0.001	0.032	0.015	0.078	0.016	0.423	0.04	0.066	0.472	0.016	0.122	0.007	0.002	0.269	0.026	0.003	0.148	0.0	0.096	0.004	0.678	0.095	0.029	0.05	0.005	0.518	0.037	0.038	0.151	0.0	0.058	0.068	0.0	0.423	0.026	0.021	0.012	0.053	0.021	0.053	0.089	0.061	0.476	0.121	0.47	0.17	0.099	0.778	0.078	0.005	0.275	0.213	1.226	0.07	0.011	0.01	0.267	0.293	0.004	0.046	0.005	0.135	0.013	0.051	0.037	0.008	0.032	0.002	0.056	0.229	0.109	0.002	0.034	0.973	0.001	0.523	0.008	0.016	0.09	0.007	0.008	0.032	1.288	0.042	0.071	0.0	0.253	0.028	0.009	0.152	0.061	0.938	0.003	0.144	0.011	0.096	0.0	0.008	0.477	0.527	0.178	0.017	0.022	0.363	0.225	0.006	0.002
31	33	0.0	0.027	0.021	1.495	3.656	0.004	0.025	0.0	0.712	0.101	0.903	0.018	0.058	0.005	0.061	0.046	0.009	2.847	0.004	0.337	0.35	0.838	0.022	0.062	0.389	0.074	0.14	0.132	0.048	0.0	0.088	0.0	0.025	0.165	0.002	0.0	0.0	0.025	0.162	0.01	0.028	0.063	0.102	0.0	0.028	0.005	0.089	0.022	0.399	0.04	0.142	0.408	0.002	0.191	0.027	0.01	0.227	0.015	0.009	0.114	0.011	0.131	0.004	0.862	0.166	0.024	0.053	0.011	0.549	0.048	0.016	0.015	0.0	0.053	0.121	0.0	0.863	0.016	0.035	0.009	0.064	0.023	0.13	0.111	0.118	0.516	0.085	0.313	0.064	0.078	0.81	0.084	0.008	0.505	0.291	1.281	0.087	0.0	0.02	0.467	0.41	0.012	0.037	0.005	0.294	0.019	0.094	0.05	0.011	0.013	0.008	0.001	0.294	0.054	0.002	0.022	1.225	0.004	0.393	0.007	0.01	0.156	0.013	0.02	0.041	1.714	0.007	0.058	0.002	0.164	0.019	0.03	0.198	0.03	1.22	0.001	0.343	0.013	0.022	0.009	0.007	0.303	0.482	0.246	0.137	0.016	0.187	0.304	0.039	0.036
32	34	0.0	0.028	0.038	1.655	4.01	0.003	0.04	0.0	0.432	0.022	0.788	0.016	0.194	0.004	0.048	0.024	0.005	2.26	0.001	0.318	0.2	1.271	0.003	0.015	0.515	0.022	0.168	0.181	0.037	0.0	0.069	0.0	0.017	0.307	0.004	0.0	0.0	0.015	0.126	0.099	0.024	0.117	0.1	0.0	0.037	0.006	0.128	0.062	0.592	0.018	0.104	0.225	0.005	0.198	0.026	0.016	0.129	0.03	0.028	0.127	0.0	0.159	0.015	0.918	0.152	0.0	0.053	0.012	0.574	0.008	0.015	0.019	0.0	0.018	0.099	0.0	1.033	0.018	0.02	0.009	0.054	0.032	0.047	0.071	0.041	0.414	0.109	0.552	0.038	0.09	0.755	0.042	0.001	0.405	0.308	1.178	0.052	0.0	0.035	0.385	0.114	0.001	0.077	0.001	0.259	0.001	0.158	0.068	0.029	0.027	0.005	0.011	0.263	0.077	0.008	0.085	0.864	0.011	0.449	0.0	0.018	0.348	0.06	0.008	0.043	1.543	0.002	0.109	0.0	0.197	0.008	0.009	0.184	0.089	1.025	0.0	0.282	0.049	0.066	0.01	0.012	0.101	0.281	0.141	0.057	0.009	0.259	0.463	0.009	0.01
33	35	0.0	0.034	0.086	1.213	2.966	0.008	0.02	0.0	0.45	0.07	0.681	0.013	0.136	0.004	0.015	0.018	0.001	2.207	0.006	0.272	0.158	0.696	0.009	0.002	0.382	0.061	0.192	0.155	0.031	0.0	0.028	0.002	0.029	0.033	0.002	0.002	0.0	0.015	0.167	0.06	0.012	0.099	0.122	0.0	0.033	0.014	0.043	0.023	0.388	0.016	0.091	0.29	0.021	0.186	0.023	0.011	0.274	0.001	0.025	0.196	0.014	0.104	0.015	0.786	0.089	0.001	0.073	0.025	0.582	0.019	0.017	0.003	0.0	0.014	0.124	0.002	0.793	0.02	0.02	0.006	0.027	0.034	0.06	0.042	0.033	0.345	0.061	0.26	0.085	0.067	0.66	0.015	0.018	0.478	0.35	1.161	0.029	0.0	0.012	0.233	0.144	0.003	0.045	0.006	0.187	0.003	0.071	0.033	0.032	0.011	0.04	0.033	0.161	0.019	0.004	0.047	0.522	0.018	0.392	0.0	0.008	0.277	0.038	0.024	0.033	1.296	0.025	0.06	0.004	0.171	0.032	0.003	0.134	0.057	1.262	0.0	0.232	0.043	0.008	0.004	0.015	0.047	0.284	0.212	0.098	0.003	0.283	0.25	0.003	0.038
34	36	0.0	0.053	0.074	2.132	4.508	0.0	0.103	0.0	0.489	0.095	0.824	0.005	0.455	0.014	0.047	0.015	0.004	3.345	0.01	0.373	0.151	1.25	0.02	0.017	0.676	0.031	0.121	0.15	0.033	0.0	0.044	0.0	0.027	0.195	0.001	0.004	0.0	0.015	0.194	0.093	0.051	0.154	0.21	0.0	0.018	0.003	0.047	0.044	0.53	0.023	0.124	0.426	0.006	0.215	0.024	0.013	0.431	0.006	0.0	0.179	0.009	0.138	0.005	0.836	0.162	0.018	0.063	0.04	0.754	0.023	0.004	0.072	0.0	0.013	0.051	0.004	0.626	0.072	0.01	0.009	0.013	0.028	0.119	0.15	0.081	0.599	0.105	0.328	0.026	0.105	0.91	0.03	0.001	0.729	0.421	1.664	0.053	0.0	0.018	0.541	0.617	0.003	0.213	0.015	0.281	0.008	0.068	0.045	0.034	0.023	0.011	0.031	0.203	0.029	0.008	0.022	1.095	0.012	0.289	0.0	0.004	0.427	0.071	0.0	0.094	2.053	0.004	0.007	0.004	0.178	0.035	0.011	0.265	0.022	1.788	0.001	0.363	0.056	0.078	0.012	0.023	0.161	0.42	0.138	0.044	0.064	0.299	0.559	0.001	0.001
35	37	0.0	0.02	0.007	0.989	2.572	0.001	0.023	0.0	0.218	0.04	0.7	0.009	0.038	0.0	0.017	0.015	0.008	1.991	0.005	0.193	0.256	0.539	0.025	0.007	0.225	0.036	0.076	0.176	0.011	0.0	0.042	0.0	0.023	0.058	0.004	0.0	0.0	0.01	0.28	0.048	0.066	0.006	0.101	0.0	0.019	0.003	0.01	0.023	0.337	0.03	0.046	0.27	0.003	0.174	0.006	0.012	0.165	0.004	0.006	0.106	0.004	0.131	0.087	0.406	0.086	0.004	0.079	0.006	0.464	0.007	0.007	0.005	0.0	0.081	0.071	0.0	1.237	0.011	0.004	0.006	0.027	0.045	0.075	0.101	0.035	0.242	0.031	0.234	0.004	0.063	0.754	0.02	0.0	0.432	0.062	1.069	0.059	0.0	0.011	0.309	0.134	0.002	0.004	0.004	0.117	0.003	0.068	0.015	0.008	0.012	0.013	0.01	0.11	0.015	0.002	0.031	0.587	0.01	0.326	0.008	0.004	0.242	0.02	0.02	0.04	1.367	0.017	0.022	0.002	0.119	0.0	0.002	0.08	0.013	0.986	0.0	0.177	0.014	0.012	0.004	0.008	0.072	0.39	0.338	0.023	0.006	0.181	0.111	0.02	0.079
36	38	0.0	0.025	0.016	1.489	3.41	0.005	0.028	0.0	0.356	0.112	0.595	0.015	0.073	0.001	0.031	0.022	0.004	1.607	0.01	0.218	0.073	0.793	0.006	0.007	0.417	0.021	0.041	0.158	0.02	0.0	0.018	0.002	0.04	0.097	0.0	0.0	0.0	0.003	0.358	0.017	0.015	0.047	0.091	0.0	0.035	0.003	0.034	0.018	0.424	0.032	0.057	0.209	0.0	0.172	0.008	0.002	0.27	0.015	0.035	0.108	0.014	0.083	0.006	0.38	0.064	0.031	0.102	0.018	0.297	0.016	0.004	0.084	0.0	0.027	0.094	0.001	0.834	0.029	0.007	0.007	0.033	0.014	0.036	0.056	0.082	0.59	0.048	0.251	0.17	0.029	0.684	0.024	0.002	0.396	0.086	1.416	0.057	0.001	0.005	0.45	0.297	0.017	0.036	0.01	0.14	0.014	0.051	0.047	0.017	0.001	0.007	0.018	0.091	0.009	0.002	0.087	0.524	0.008	0.286	0.0	0.008	0.231	0.028	0.0	0.027	1.145	0.007	0.019	0.006	0.136	0.009	0.008	0.086	0.019	1.038	0.0	0.209	0.017	0.02	0.019	0.013	0.031	0.296	0.227	0.021	0.059	0.161	0.2	0.0	0.057
37	39	0.0	0.006	0.033	1.481	3.926	0.0	0.003	0.0	0.406	0.057	0.645	0.012	0.073	0.002	0.017	0.049	0.003	2.571	0.002	0.239	0.171	0.506	0.01	0.006	0.332	0.027	0.096	0.11	0.02	0.0	0.04	0.0	0.076	0.103	0.006	0.017	0.0	0.021	0.2	0.032	0.01	0.016	0.057	0.0	0.064	0.001	0.05	0.016	0.307	0.011	0.081	0.117	0.003	0.192	0.028	0.003	0.183	0.012	0.009	0.126	0.002	0.096	0.006	0.5	0.1	0.009	0.113	0.007	0.606	0.032	0.036	0.006	0.0	0.053	0.062	0.001	0.362	0.02	0.001	0.009	0.02	0.01	0.091	0.087	0.034	0.465	0.117	0.429	0.04	0.034	0.444	0.027	0.008	0.435	0.167	1.302	0.149	0.0	0.008	0.475	0.059	0.002	0.032	0.009	0.107	0.006	0.081	0.009	0.011	0.027	0.01	0.004	0.177	0.015	0.01	0.014	0.423	0.011	0.344	0.002	0.012	0.169	0.037	0.002	0.042	0.524	0.003	0.049	0.011	0.167	0.006	0.003	0.117	0.017	1.139	0.002	0.397	0.023	0.067	0.011	0.008	0.092	0.212	0.3	0.009	0.007	0.261	0.064	0.013	0.077
38	40	0.0	0.027	0.023	1.3	2.806	0.007	0.001	0.0	0.221	0.108	1.088	0.041	0.062	0.003	0.017	0.0	0.007	2.157	0.006	0.148	0.152	0.819	0.012	0.008	0.4	0.1	0.137	0.117	0.016	0.0	0.039	0.008	0.031	0.034	0.0	0.0	0.0	0.051	0.263	0.093	0.02	0.009	0.311	0.0	0.025	0.0	0.046	0.008	0.207	0.012	0.025	0.239	0.029	0.187	0.013	0.008	0.172	0.006	0.013	0.089	0.0	0.115	0.004	0.406	0.331	0.021	0.0	0.005	0.398	0.032	0.003	0.003	0.0	0.057	0.226	0.0	1.177	0.053	0.007	0.004	0.032	0.027	0.016	0.087	0.02	0.352	0.356	0.203	0.096	0.048	0.652	0.059	0.016	0.076	0.108	0.835	0.027	0.0	0.013	0.291	0.003	0.0	0.007	0.006	0.219	0.016	0.052	0.116	0.005	0.0	0.005	0.059	0.171	0.057	0.046	0.255	0.772	0.0	0.332	0.0	0.038	0.106	0.005	0.006	0.067	0.249	0.003	0.038	0.0	0.113	0.016	0.002	0.089	0.02	0.928	0.0	0.334	0.026	0.013	0.0	0.0	0.285	0.25	0.11	0.013	0.015	0.297	0.235	0.0	0.006
